,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
13286,Non - Fraud,197.78,6770.023966518279,5766.328990731956,2,0,0,33.871783708411165,25.586616993025693,0.0,245.6455028622549,-947.6403758035431,0.0,3952250.241320616,0.0,0.0,0.0,4,1
13287,Non - Fraud,318.67,0.0,0.0,6,6,0,1130.4759194206417,1092.8531835995896,669.496602180269,870.6014464338045,-1522.046801650579,0.0,5524271.511828865,0.0,0.0,0.0,5,2
13288,Non - Fraud,0.0,2066.5190382548717,4968.625449825673,1,19,1,53.10133800282072,60.47440300481037,0.0,0.0,-129.34359534936402,15768167.06822477,3866727.5472880495,17.142159734300886,0.0,0.0,3,1
13289,Non - Fraud,0.0,2083.927455533947,742620.5307172139,235,220,0,86.41809866672011,0.0,0.0,1152.617753417767,-405.16394686619753,0.0,0.0,9.711997094064044,0.0,1.0,184,427
13290,Non - Fraud,104.18,0.0,43.99403103751729,0,0,1,0.0,21.40436353149832,3.522845368282865,136.447351344651,235.1840288711177,0.0,0.0,0.0,0.0,0.0,5,5
13291,Non - Fraud,20.72,33.0019632992386,0.0,4,5,0,59.86881080306362,45.48039416299575,29.487684160533917,0.0,-867.0901163239813,0.0,2455068.299207693,0.0,0.0,0.0,6,2
13292,Non - Fraud,110.08,312.04929612423376,68715.44151822667,8,3,0,45.771136514395984,55.02454051824779,4.657637273010936,1316.0644709260564,1088.9864625277626,0.0,736153.1609561675,0.0,1.0,2.0,4,406
13293,Non - Fraud,44.32,13633.794149602965,567691.0106002018,1554,331,0,0.0,0.0,0.0,0.0,-231.1875621569444,4706371.062868749,2227443.0893051424,7.038664064058872,43.0,9.0,185,310
13294,Non - Fraud,39467.3,2564.745284885288,185643.6599894366,1,6,0,0.0,36.93821447165439,1.9370384170804407,0.0,-45.60574591770057,0.0,0.0,0.0,1.0,6.0,188,122
13295,Non - Fraud,0.0,514.8018199118469,33675.24435974703,0,4,0,63.081951333537695,68.21102821913827,2.027971171624776,524.367427920706,87.60803817896613,0.0,2854340.1344861994,0.0,1.0,1.0,188,312
13296,Non - Fraud,268.76,833.8581211689424,73743.96796926965,7,52,0,6.436406504555208,0.0,0.0,0.0,519.7127226212416,0.0,0.0,0.0,0.0,1.0,3,3
13297,Non - Fraud,71666.46,12627.972843163683,300942.33716860163,10,1,0,32.93188173889041,10.982643492697488,0.09511797049397819,0.0,580.6967971005711,0.0,0.0,4.808097251174632,1.0,1.0,104,304
13298,Non - Fraud,125.4,0.0,3276.7098940165424,4,2,0,47.98559608510001,51.616177070351455,40.18621337988169,531.7701845620305,35.36204788781575,0.0,2889785.2513574637,3.3922907217229987,0.0,0.0,3,4
13299,Non - Fraud,146.55,1356.5169487247042,516936.99775334395,1079,1162,1,7345.798037546225,10.358676931833958,2.428153230366247,74744.84721863453,1440.551247256496,0.0,2712441.588330881,17.202850568160727,1.0,8.0,189,453
13300,Fraud,261.45,269.28245031080303,1780.369474135069,8,12,1,135.7003430446264,76.34623739885153,37.24626743582296,582.5497832853202,-187.76770709981264,0.0,4560551.961451517,0.0,0.0,1.0,0,2
13301,Non - Fraud,217.39,755.3067980353801,535847.4436711193,5,15,1,52.962410594173406,25.103230756360002,1.6509416713859701,1073.8505530087123,250.21779069813692,5672050.429775972,7051150.239512663,4.13735439481207,1.0,3.0,125,195
13302,Non - Fraud,194.33,254.17271908980535,2284.751427599665,11,0,0,1532.1956321040475,1160.0966976416182,497.0359584650347,4379.02312566681,-363.2181783189095,13946443.59719104,4888959.381938719,0.0,1.0,0.0,4,3
13303,Non - Fraud,109.84,0.0,0.0,1,0,0,0.0,19.789797298986844,5.832211988169179,0.0,-588.0891634018233,11172142.57386159,415426.9645211136,0.0,0.0,0.0,2,2
13304,Non - Fraud,107.54,11159.216849771266,752683.9426121772,81,0,0,51.544427210872016,4.002965017976122,0.0,772.4604447117154,-77.882444400828,0.0,0.0,0.5662010572069153,1.0,0.0,3,3
13305,Fraud,193.59,366.60508895725434,0.0,9,5,0,0.0,12.098568253308152,4.759662356123356,1506.45740162694,130.79542305848676,22718284.74576144,1022706.0390256392,0.0,0.0,2.0,-1,-1
13306,Fraud,255.8,255.64106501649604,2732.52780847877,8,0,0,103.93159472446936,35.186472680269006,0.7965501328172442,0.0,851.8854741492978,4084493.6961594443,1449479.1883893195,0.0,0.0,3.0,0,76
13307,Fraud,373.9,50.77304306388784,7550.855008696383,0,13,0,151.0834791318428,45.38146974137484,3.7736745156861415,1426.1973601499776,-644.5050965007571,4514806.82605939,2215663.795251637,0.0,0.0,1.0,0,197
13308,Non - Fraud,0.0,11561.374548130962,302230.0431060541,1,114,1,24.667101715820227,0.8536963180488932,0.0,892.7745236582466,389.41028817154273,0.0,1099458.2074539403,10.839541132427142,0.0,4.0,183,302
13309,Non - Fraud,23065.18,239.21750734294133,4919.1751163809095,8,17,0,58.276727537974104,52.58828254688265,26.955148207079283,838.5044541751344,-70.3351667915023,8461054.192767365,1064402.354303955,2.2739073059073647,0.0,0.0,3,4
13310,Non - Fraud,28.33,24863.733906365807,286382.441022101,3,4,1,7.778082495987057,0.0,0.0,640.0041882449235,-487.4635626582275,0.0,1447545.7792585366,4.9930880054944105,0.0,0.0,2,-1
13311,Non - Fraud,0.0,37347.22464150368,0.0,0,0,1,12.907925387966316,25.348576132597803,2.339834059747895,0.0,-675.3564889949007,24752647.157910742,4159855.264318159,0.0,0.0,0.0,4,3
13312,Non - Fraud,37164.15,9957.16934602063,510168.45736911526,0,7,1,25.696886987326888,0.0,0.0,0.0,298.8316080168943,0.0,4723101.881806085,0.0,0.0,3.0,183,310
13313,Non - Fraud,0.0,0.0,0.0,4,0,1,6.604841732155457,15.25630064844248,5.122234860274364,157.26368393591105,164.1156532038003,0.0,1945198.2323420602,0.0,0.0,0.0,3,1
13314,Non - Fraud,36.03,203.28451001602548,0.0,5,0,0,55.386507590004214,21.373508483930987,5.181275045744068,0.0,98.52394392856695,0.0,5129444.322940306,0.0,0.0,0.0,3,2
13315,Fraud,214.12,0.0,0.0,2,0,1,0.0,21.531197077207352,0.0,74.9230960958719,-252.8038385151437,33001056.550868507,6398706.0306013655,0.0,0.0,1.0,-1,0
13316,Non - Fraud,13.37,1117.110913939082,38484.65996601476,6,359,1,42.132163105280284,9.063883269833873,0.0,0.0,428.144129907155,0.0,0.0,11.344562525693167,0.0,1.0,3,4
13317,Non - Fraud,163.17,0.0,0.0,3,1,0,8.26335894980576,44.993943362006505,1.1283196311383632,0.0,710.7808359808191,0.0,1281531.4720288054,6.707790230236917,0.0,0.0,5,4
13318,Non - Fraud,11750.66,673.3030690879615,569097.3189752784,107,9,0,1265.628944840265,53.31134597999329,48.75148984545338,2088.60710933463,1466.2653845542914,546572.5250483253,4203400.474693586,0.1434570689156874,1.0,5.0,281,54
13319,Non - Fraud,293.27,114.13362636252779,0.0,9,0,0,36.96034210373765,32.60135999620138,432.0236796282292,2110.137369240696,-211.23657523356968,0.0,2372838.8984668483,0.0,0.0,0.0,5,3
13320,Non - Fraud,6307.25,30669.15685629123,163622.4998097786,5,0,0,52.343818445201926,52.73456216978333,0.0,631.1845027656461,-329.46092485706083,0.0,3647874.412126838,0.7092197051078075,0.0,0.0,4,3
13321,Non - Fraud,0.0,0.0,0.0,0,3,1,16.734401497735206,30.13697182682506,0.0,0.0,-1015.5230235833818,0.0,3614210.630763651,8.252606912122449,0.0,0.0,3,3
13322,Non - Fraud,97.93,0.0,8348.48130482258,10,0,0,63.85178401408355,43.39200670669961,7.842726841025731,1248.3924190508683,-758.1425633652528,0.0,4770293.41659963,0.0,0.0,0.0,3,1
13323,Non - Fraud,325.19,1688.3529848018404,0.0,2,5,0,99.90015651455468,57.676213957545016,2.482428972599145,500.29621816818474,-71.45227554583724,0.0,7079354.8618291635,1.979063195373338,0.0,1.0,5,3
13324,Non - Fraud,336.78,259.59576975424613,3306.4121966324738,3,0,0,47.50668464672488,69.49701717454259,41.93967864624784,355.66677922814335,83.01727340993368,0.0,4371659.481542684,0.0,0.0,0.0,4,3
13325,Non - Fraud,102.06,0.0,7892.938688751158,5,12,0,23.535260574184093,53.29110831552873,0.8921954047011385,0.0,-374.58760128415,25479500.013436183,1399528.2101521827,3.9067700772714735,0.0,0.0,3,2
13326,Non - Fraud,22.07,14392.161101779975,543363.724297809,12,8,0,40.999761123174025,0.0,0.9445513857515523,0.0,178.8858562680435,0.0,0.0,8.62262547793966,0.0,1.0,3,3
13327,Non - Fraud,0.0,647.9052818298229,121510.63120483131,0,14,1,81.64771425910172,45.98831960512172,33.83152367111192,312.3800465117842,370.1059995422285,0.0,2323436.917195893,8.12867623996842,0.0,3.0,186,314
13328,Non - Fraud,131.45,0.0,10728.020151516046,8,6,0,31.641382440356946,0.0,5.928530564875614,0.0,-927.7245127126085,0.0,4060245.7504980764,0.0,1.0,0.0,5,1
13329,Non - Fraud,78.05,96.49982155455993,1822.8545357808403,7,5,0,28.24406833785608,53.48632501763376,32.52472439788746,713.6515541577776,-83.9762900226122,0.0,5255605.357693221,0.0,0.0,0.0,3,3
13330,Non - Fraud,1508.02,38644.20755574193,209766.25390700324,2,0,0,32.00599705873014,20.434837358787988,0.8190289682135722,0.0,-103.81232115594355,0.0,2636072.4010123946,9.969118321216852,0.0,1.0,2,1
13331,Non - Fraud,24.74,9484.625213065447,537318.925238802,44,237,0,0.0,6.7411769044069665,0.0,470.9195207080046,-399.68321736552207,0.0,1795844.2058314576,1.8010874971305388,0.0,9.0,187,114
13332,Non - Fraud,36.17,209.46121768845933,6338.888353368234,5,0,0,9720.970306090305,89.29506479765088,50.50473766323367,112509.49994828095,520.1901541331619,1790840863.8225706,5039797.481765646,1.9988327584949108,0.0,7.0,4,452
13333,Non - Fraud,6.28,631.1524425373448,0.0,6,6,0,45.66996354062115,57.04800096208888,33.49494429095614,1245.5951890614356,-306.4305009669577,1637472.1094401137,2616093.6965556866,0.0,0.0,0.0,3,2
13334,Non - Fraud,7.75,8034.925602031526,2799.8820809620547,14,0,0,43.86261238708143,3.873435148378439,1.5397210006025235,735.0687484591306,-102.51451319278053,8155211.360525619,2095003.9183727317,0.0,1.0,0.0,3,2
13335,Non - Fraud,219.23,370.385726957389,238481.18131215862,6,48,0,27.25601853106829,37.60422138329537,21.585001533744983,1639.4417617035815,199.52724660326385,4181203.7928534513,1574597.0514496372,1.5707395293867055,0.0,1.0,187,6
13336,Non - Fraud,222.28,0.0,4511.143370547068,4,4,0,0.0,14.616597805860213,2.3815031686568413,0.0,-117.63600101695192,0.0,1326749.7504435126,0.0,0.0,0.0,4,2
13337,Non - Fraud,351.72,134.85369246330623,4957.417306164022,2,4,0,4.484721374060371,19.6704700557697,0.0,0.0,-1050.642843994011,0.0,0.0,0.0,0.0,0.0,5,3
13338,Fraud,218.6,0.0,9242.93998835902,2,8,0,51.140392662715016,0.0,4.3708121191074865,1113.5259244193703,-748.2821092775571,24707498.54793799,6355180.098376185,0.0,0.0,1.0,-1,-1
13339,Non - Fraud,193.02,0.0,0.0,3,0,0,73.75964800869617,64.73907587191653,4.396860192153202,0.0,-121.68150125657519,0.0,0.0,2.62463893422626,0.0,0.0,4,2
13340,Fraud,95.89,718.3559964462478,27988.940252099546,8,8,1,20.197060339391207,17.252790073669573,0.5028004300927711,0.0,-20.87809423746834,0.0,1776185.3121172374,13.144767570519301,1.0,1.0,2,74
13341,Non - Fraud,0.0,717.9371337395054,105586.43278329825,0,0,1,47.48174958015958,41.751894928560475,4.177282861755012,404.2113609272805,12.183153946675358,0.0,1295477.2342794708,0.0,0.0,2.0,187,306
13342,Non - Fraud,46739.24,65072.379766526916,334218.5770913413,4,0,1,13.195298500751843,49.92266783590917,1.5842843398498827,0.0,582.8738060402744,7377904.321585844,0.0,0.0,0.0,1.0,2,1
13343,Non - Fraud,0.0,161.8082008366955,0.0,0,2,0,103.7639844893404,71.01994032413823,4.992647076474625,161.88196918456515,452.55424616830715,0.0,2450241.188086956,12.830119486627309,0.0,0.0,4,3
13344,Fraud,10949.43,57.33878679716925,11841.727288545435,6,1,0,74.5909360107662,35.65775690250108,3.8081479104610185,140.67637152193944,-351.709597367079,0.0,4272879.960941264,0.0,0.0,1.0,1,76
13345,Non - Fraud,282.07,414.40616431831404,1139.7723568847764,4,0,0,66.46015873999798,50.90850453147418,2.2743380381350957,0.0,243.13756161694835,0.0,2572823.54407396,0.0,0.0,0.0,4,3
13346,Non - Fraud,289.93,32104.572510861057,242534.45913871148,6,9,1,28.592929860099122,17.154289353431547,0.0,512.8363559282056,477.39506122724987,4435076.399687792,8417785.195565172,14.429653738260345,1.0,1.0,2,1
13347,Non - Fraud,196.23,70.55161477653544,0.0,5,0,0,0.0,41.14561039167844,3.8756514594704177,0.0,-214.76021444927002,0.0,0.0,5.228391819303381,0.0,0.0,3,3
13348,Non - Fraud,0.0,73208.79124002525,145681.0092716131,5,0,1,37.49737580581847,0.0,0.0,0.0,654.8470522433244,0.0,5173969.964956858,1.485518387968936,0.0,1.0,3,2
13349,Non - Fraud,112.21,0.0,1323.2123683064983,6,0,0,106.5944586590087,53.2748953634231,33.325203971497814,0.0,-394.6829283989009,0.0,1339940.652623575,0.0,0.0,0.0,4,4
13350,Fraud,398.56,116.98254735989079,7293.065899697032,1,17,0,158.7808971220656,41.00344883786666,29.544133533446058,1071.2962762538352,328.3303150423516,8990518.76315092,3365072.898575378,0.7138288570123621,0.0,1.0,-1,0
13351,Non - Fraud,4105.96,573.2185513079856,431622.10819799465,124,5,0,1744.660683305182,69.03403003168704,47.41886038667056,1497.533771945089,2234.3550611826804,29766124.998982698,6496345.0420640735,6.386778899553467,57.0,47.0,123,200
13352,Non - Fraud,0.0,2634.910133347806,232489.72106892325,0,9,1,4.056402488693774,24.77538331493875,2.172616467615973,0.0,-508.79489205002585,1155120.4557718504,3596727.7582585434,0.0,0.0,1.0,3,0
13353,Non - Fraud,76808.49,3749.7675605272743,311957.3944161716,4,0,0,0.0,35.31910666113835,0.0,0.0,687.3994709536859,0.0,2101088.5845443923,0.0,1.0,8.0,186,268
13354,Fraud,39218.77,45093.38450797505,291819.0120256873,0,4,0,5.790455046435689,0.0,0.0,0.0,848.6909327988404,0.0,0.0,0.0,0.0,5.0,-1,25
13355,Fraud,199.04,251.38309953190895,3621.3680947320554,9,5,0,19.25453070543087,3.976277959415796,6.7174890665653,403.2174051460142,318.1271296187565,3060703.082293557,1074627.4335569793,0.0,0.0,3.0,-1,-1
13356,Non - Fraud,302.07,0.0,7204.151088269026,9,2,0,2230.172625746762,1426.699665981221,710.6337421406786,2548.492406141759,411.4449114774149,0.0,14510292.75483856,0.0,0.0,0.0,6,3
13357,Non - Fraud,294.74,78.69157385691419,3478.5848450030044,0,13,0,60.846497469129204,50.06785051723264,32.09151455253633,0.0,-693.6607792683649,0.0,184325.9643732769,9.483920753368249,0.0,0.0,2,2
13358,Non - Fraud,81649.6,4948.949008063155,253732.68608406803,4,0,1,1.8393499269469729,0.0,0.0,0.0,-202.57423203308636,0.0,0.0,0.0,0.0,6.0,184,307
13359,Non - Fraud,0.0,49477.48674505185,509130.7767171713,0,16,1,59.1395483405175,0.0,0.0,0.0,988.1689901876005,14738093.578689232,3501241.358822505,4.561075428403191,0.0,1.0,181,303
13360,Non - Fraud,119.04,20.450388519107022,0.0,3,0,0,1458.7483608195203,43.14398640082378,1.7203221625260663,1773.619803590423,255.01162731278973,0.0,1664290.1085469867,0.0,0.0,0.0,4,0
13361,Non - Fraud,0.0,52705.97589426438,112787.57715295335,6,0,0,0.0,7.691666408085226,1.1734946333856398,0.0,-1278.9295521284382,0.0,1242378.7537618536,4.745509001587528,0.0,0.0,3,2
13362,Fraud,91.35,98.96635019785525,834.1425538478088,4,0,0,0.0,0.0,1.8618007272929817,0.0,-130.52635465143015,26318812.978714556,3805664.0063811676,0.0,1.0,1.0,-1,0
13363,Non - Fraud,121.2,27.93754675836081,7464.10773972442,6,5,0,82.7452057142061,50.179585556800106,39.64614528644006,584.7770819267433,-137.203950567201,3827389.224269255,3443786.6187912957,0.0,1.0,0.0,3,2
13364,Non - Fraud,0.0,12788.163750660795,139656.3607439241,1,12,1,62.92848067525618,7.609703089031006,0.0,0.0,209.75669596079354,0.0,0.0,0.0,0.0,2.0,4,316
13365,Non - Fraud,0.0,153726.0222722711,251689.64277110447,6,0,1,62.94325112869933,21.222502676575328,0.6077166908057221,24.873280582696054,387.75577177892615,0.0,466182.52582575125,9.775703676333924,0.0,1.0,77,1
13366,Non - Fraud,156.29,117.36718200697791,145203.95840848814,91,2744,0,1722.6003173450356,927.6572356977811,493.50361100946725,132103.36166630374,1503.5291146611505,20089358.575925555,4175267.1126824627,0.0,0.0,53.0,123,405
13367,Non - Fraud,176.37,179.0763115578102,11640.024017389223,7,5,0,88.41692748463831,34.90027206507594,4.863909127936119,0.0,-673.5832462474679,0.0,1018357.353071073,1.5171798861516717,0.0,0.0,4,1
13368,Non - Fraud,305.79,711.4348996468896,355883.8179274181,981,878,0,9402.715649731388,42.55153421943302,3.2566018905948892,99348.01282482824,1698.4794237998472,1724828867.3810189,9521369.102994112,0.0,1.0,83.0,188,465
13369,Non - Fraud,182.87,7321.510234992515,0.0,5,0,0,0.0,10.903489303580638,2.417290708383552,146.52606026721136,-710.9299659277498,0.0,202889.6154871242,0.0,0.0,0.0,5,3
13370,Non - Fraud,123.06,0.0,1477.8507758275005,1,0,0,13.60070730107357,16.359643320601837,7.03383771818047,846.0508942118427,-202.76511919648527,8065941.149103036,3282583.759185226,0.0,0.0,1.0,4,3
13371,Non - Fraud,291.29,0.0,574.4991447633784,2,0,0,87.74402480188195,46.58538516491873,52.12262233643346,367.30395500752434,-640.3328086988724,0.0,4571770.123631766,0.0,0.0,0.0,4,3
13372,Non - Fraud,55205.74,34607.29988992871,229298.35320247893,4,0,1,0.0,14.851717540690293,0.0,0.0,-352.2056773865456,0.0,1353147.820742908,0.0,0.0,0.0,3,2
13373,Non - Fraud,22990.98,961.7283785810666,493460.725169356,7,2,1,84.03054398447041,31.841830387065542,0.0,0.0,613.7725627717117,0.0,1249074.8126984853,26.829925927775633,2.0,2.0,119,420
13374,Fraud,331.17,0.0,2367.161531930981,0,1,0,0.0,25.69155968217686,6.464180861175604,73.91780960088872,9.711523779014929,5635146.564695178,5215603.540183701,0.0,0.0,1.0,0,71
13375,Non - Fraud,0.0,144837.62688143022,50616.76990457537,4,13,0,0.0,6.839922392295424,0.0,1096.3227326596962,-5.25202637065723,0.0,0.0,0.0,1.0,2.0,3,73
13376,Non - Fraud,175.06,0.0,0.0,5,1,0,1191.749743320743,937.457129443728,695.9678133738627,1283.3597261784184,-216.85243211711241,0.0,5832447.546390052,0.0,0.0,0.0,4,1
13377,Non - Fraud,125.25,28234.79647747517,926080.7254371425,8,10,0,26.339809796614656,6.760892678818541,2.6372324300131935,289.3842351533236,-423.58729783027064,0.0,2895411.8893344197,0.0,0.0,0.0,3,1
13378,Non - Fraud,131.66,0.0,0.0,0,3,1,16.89954668183031,29.412719392028485,20.993191409309965,45.044110582987514,590.4188361701051,0.0,538976.6705472895,12.742422793395184,0.0,0.0,3,3
13379,Non - Fraud,18808.78,30534.036856606654,597937.8493346481,13,0,0,0.0,9.232064770573041,1.5481156261716809,0.0,809.3806218598372,0.0,708516.082219144,0.0,0.0,0.0,2,2
13380,Non - Fraud,26172.68,83840.2134705361,461710.7815484353,10,0,0,77.07308247684935,16.831134110806744,0.0,0.0,178.48524769159243,0.0,4424294.339759499,0.0,17.0,6.0,110,437
13381,Non - Fraud,15828.98,6702.196073592217,74592.38029912396,0,0,0,0.0,29.385832653795717,7.426598277597577,165.71094057674364,1125.4078893276435,0.0,0.0,0.0,1.0,2.0,4,427
13382,Non - Fraud,289.64,10425.26166742529,348528.0512982477,6,21,1,74.59156247563746,0.0,0.0,0.0,861.4615942195459,0.0,5811128.666238505,0.0,1.0,3.0,186,312
13383,Fraud,81.92,143.18051851472038,322.279591150663,0,5,0,41.4673956424012,21.79849522366769,2.4970446596886364,0.0,111.71194464601462,11080393.165394096,2091895.8330244524,0.0,0.0,1.0,0,2
13384,Non - Fraud,249.86,585.3094840043236,1313.9851978241272,2,3,1,109.03795400722586,67.90256202384619,0.7061922029454965,0.0,24.317534303304548,2357675.792138435,4751474.499431879,9.783360395088259,0.0,0.0,3,3
13385,Fraud,0.0,0.0,2891.7334973182788,9,0,0,0.0,29.938254247345974,3.2785952232549356,328.57049623788845,302.9876248102028,0.0,885291.4270977128,8.282407941466355,1.0,1.0,3,78
13386,Non - Fraud,306.21,256.5444874423038,0.0,4,0,0,88.35888242611043,70.07591707063199,31.959491763539244,0.0,-156.09271552886935,0.0,0.0,0.0,1.0,0.0,5,5
13387,Non - Fraud,114.33,19.891047241268822,44863.989241571166,7,1,1,0.0,13.247776633086744,0.40315389944264557,472.19985583852934,-672.1830479478023,14003313.71620279,3254881.7457858757,1.7872327448351213,0.0,0.0,3,1
13388,Non - Fraud,163.95,749.2807520731596,8861.318059881458,9,1,0,54.522299300122754,19.16313084852623,2.7279930864594144,84.9849545777198,253.06607161266143,0.0,0.0,0.0,0.0,0.0,2,2
13389,Non - Fraud,132.68,0.0,780.242870268854,3,8,0,138.05575390256706,79.10025056014125,38.095385498485605,71.16821833633713,222.54609876009877,0.0,4839361.176638465,7.7973206628369605,0.0,0.0,3,3
13390,Non - Fraud,30.29,125.83605682727806,6969.090944969753,9,1,0,70.39798898063053,50.2071750637502,45.14487453482458,29.29267095821899,115.73119023880861,7844530.958726155,4605228.041890532,0.0,0.0,0.0,2,1
13391,Non - Fraud,2635.4,2608.8336876455196,622144.1530351548,404,9,0,17.96800788715297,22.843376161078076,0.0,0.0,506.0857157902662,10226583.550399372,8121667.988236069,16.877702068286325,17.0,22.0,280,257
13392,Non - Fraud,14959.65,139498.48877748178,567747.6836984899,19,0,0,21.08536767405558,0.0,0.0,0.0,112.0486115021192,9057691.850017732,0.0,0.0,0.0,0.0,3,3
13393,Non - Fraud,128.47,235.86209186425236,0.0,0,1,0,57.45231079672776,40.00021407837382,42.90949280638647,295.9605023637403,509.67781954661933,0.0,774280.9529227191,0.0,0.0,0.0,3,1
13394,Non - Fraud,107.02,3265.792768895719,121502.56739655066,3,1,0,9.624521528112858,49.10167578629735,0.8491997637693365,1159.970228684993,-160.89632217835214,0.0,2020955.3383902092,0.0,1.0,1.0,4,301
13395,Non - Fraud,0.0,233.38106872278507,183334.40161520825,0,8,1,58.81239912013241,8.080076434835195,0.0,0.0,205.9251334800521,15176449.569452804,0.0,10.796260995868442,0.0,0.0,185,71
13396,Non - Fraud,265.52,0.0,3194.166637707815,7,0,0,1809.8570014556508,1214.9063729180202,687.7786826773338,1311.879537525775,-446.19478694265723,0.0,8700246.587465849,0.0,0.0,0.0,5,2
13397,Non - Fraud,145.85,0.0,9529.664706277708,5,7,0,0.0,59.2566292933502,0.0,0.0,-484.138518903368,0.0,238049.31729998344,7.201469480199534,0.0,0.0,4,3
13398,Non - Fraud,10.19,53.59815999709151,1626.260149560053,5,0,0,19.24872487606075,30.13846034801966,0.0,0.0,-411.4364206723164,0.0,427901.04655204207,0.0,0.0,1.0,4,2
13399,Non - Fraud,19249.56,7124.1342756356225,1247446.8202261792,10,0,0,90.80567333248828,22.248743711056036,0.0,0.0,691.3222699574025,0.0,0.0,7.608622867281144,1.0,10.0,116,249
13400,Non - Fraud,0.0,4212.7294707749215,241192.4196343358,12,92,0,54.20343088652164,0.0,0.0,0.0,761.5495032059108,0.0,2872089.630694275,6.209382219711513,0.0,1.0,186,466
13401,Non - Fraud,0.0,422.272812574477,0.0,2,0,0,30.310515932081426,31.080131530579038,4.226178329589846,0.0,114.66099994071047,0.0,6689615.3833423555,0.0,0.0,0.0,3,2
13402,Non - Fraud,150.97,4726.952807522468,1202441.649991468,3,447,0,84.9006154561398,16.877743471232066,2.4901165884777483,822.3088221570825,1125.2719261052946,0.0,0.0,6.708989294628152,0.0,2.0,187,431
13403,Non - Fraud,0.0,76.36504174110519,1490.9414192835357,0,0,0,17.472672701598796,31.497191052150683,5.213835078344716,313.4118163301131,-1257.6576230624694,471327.1836916034,4661229.691346885,0.0,1.0,0.0,4,2
13404,Non - Fraud,24784.82,99327.31907233129,524170.2782473035,12,0,0,50.72833759951632,26.71677735833628,1.7124415857277144,1180.6823471256407,23.123992671925077,2406489499.243941,2200707.0489342324,0.0,1.0,8.0,118,40
13405,Non - Fraud,226.95,61652.606186113844,154992.1834790328,4,0,0,19.153940079282822,0.5223460543217122,0.36530077159307384,207.09681642100463,-196.23775149688356,0.0,100506.35828973554,0.0,0.0,0.0,4,2
13406,Fraud,109.6,177.66723960990507,10107.3368793853,0,3,0,68.64090942714594,9.443891839196727,6.203312667833384,661.9387734813392,85.1982061516482,2884019.3807392768,6667395.938172135,0.0,0.0,1.0,0,75
13407,Non - Fraud,185.18,4162.431134288803,248120.77022036543,12,16,0,47.90811958625243,1.8326855567944929,0.0,0.0,115.04917308309558,0.0,0.0,1.0118727335186768,0.0,2.0,184,430
13408,Non - Fraud,22.93,767.2106516077009,171530.2533780835,5,9491,0,6638.368945374364,56.52280452491756,130.65248954097413,563.2613423835846,820.2123585736356,0.0,1067522.746685651,22.30493043251663,0.0,2.0,186,215
13409,Non - Fraud,175.71,9159.199243042345,150949.6048037932,6,11,0,19.975460523430776,0.0,0.0,0.0,130.17760766207005,0.0,2311169.9892169475,0.0,0.0,0.0,3,1
13410,Non - Fraud,22394.63,10393.332655465858,227394.15805261428,9,6,0,38.67884167841293,20.238524687571697,0.18441137544226893,0.0,220.19321061924478,0.0,278374.08685772406,7.169374876252966,1.0,1.0,183,312
13411,Fraud,419.58,325.3010131693529,5325.8535017657705,7,7,0,50.15246307541837,8.038820539913786,5.080180343207777,473.18591919162054,-198.04693534202744,3677881.6747146226,5388860.751736976,0.0,1.0,1.0,-1,-1
13412,Fraud,8072.42,24444.17683696565,253508.687164478,0,0,0,38.84625007714851,0.0,4.230771291146764,55.310206067568515,-79.65587289036785,10025978.120912034,329154.41283974354,0.0,0.0,1.0,-1,240
13413,Non - Fraud,2171.56,2971.5605892110348,245785.71524297356,11,3,0,35.2088654402987,0.0,0.0,0.0,-415.7742418399899,0.0,0.0,1.7034529732231884,0.0,0.0,3,3
13414,Non - Fraud,121.13,445.62678550352587,56850.41466411901,4,12,0,31.766463617365826,23.901865786814177,3.2149423508450736,1219.9267678046883,873.6944207951236,0.0,3014464.7946891775,0.0,1.0,3.0,184,302
13415,Non - Fraud,220.19,9078.11018087848,44405.24686670811,9,0,0,26.527663780826806,0.0,0.0,0.0,-200.40147658763402,0.0,1663489.3768063767,0.0,0.0,0.0,3,1
13416,Non - Fraud,23.97,26287.696822302863,253229.47946869498,0,27,2,0.0,0.0,0.0,0.0,172.0238834497253,5444315.304556872,4979037.5717251515,12.986233435260148,0.0,4.0,180,105
13417,Non - Fraud,116006.15,135410.07780590476,79524.19462734164,6,0,0,28.200463680636258,14.466539666560392,27.941614915895016,0.0,863.6997123124636,0.0,70180.83284603646,0.0,1.0,38.0,26,191
13418,Non - Fraud,3496.78,5996.880101037294,231567.4672701966,12,15,0,107.45334199748459,43.73629336063456,1.4091526421710896,2247.2574469278816,1540.8808122299008,27257847.477442905,5202199.717719216,0.0,62.0,48.0,279,204
13419,Non - Fraud,190.85,0.0,11988.151007946963,13,2,0,0.0,37.90298366515506,2.055370815014632,0.0,-331.9502405755313,3199171.628473161,0.0,10.991274393273017,0.0,0.0,2,2
