,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name
3550,Non - Fraud,3.71,0.0,11.13,3,2,0,1588.490084,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
3551,Non - Fraud,2543.62,9962.43,105347.6,14,7,0,2.670702,1.418336,0.9928,13.899195,-3.9708445,30252.4086,29850.0,0.0,2.0,5.0
3552,Non - Fraud,1830.28,1737.35,876611.4,48,454,0,1.006572,0.189625,1.793116,86.06955151,0.020279694,584.2601465,101.0140599,0.0,2.0,7.0
3553,Non - Fraud,163.77,0.0,327.53,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
3554,Non - Fraud,162.69,0.6,326.58,2,2,0,78.970196,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
3555,Non - Fraud,27016.12,44867.83,719316.67,15,7,0,9.999531,2.202898,1.027493,15.41239677,0.007889719,47648.50562,2929.488419,0.0,2.0,7.0
3556,Non - Fraud,264869.53,599.77,797607.47,3,5,0,24.995,8.265,13.773831,41.32149418,0.00350582,1097.317772,0.0,0.0,0.0,8.0
3557,Non - Fraud,22.77,0.0,68.3,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
3558,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3559,Non - Fraud,552.44,2490.0,322546.58,52,118,0,7.772463,0.5606300000000001,1.2702209999999998,66.05147982,0.102841441,8.007674224,0.0,0.0,0.0,3.0
3560,Non - Fraud,162.55,0.26,325.88,2,3,0,85.99895,33.666667,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
3561,Non - Fraud,0.0,0.0,4.78,1,1,0,0.999664,0.999664,0.998608,0.998608253,0.001055747,0.0,0.0,0.0,0.0,0.0
3562,Non - Fraud,163.33,0.9,328.45,2,2,0,90.054484,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
3563,Non - Fraud,0.0,961.93,1929.48,1,2,0,0.09,0.0455,0.090214,0.09021394,0.00078606,0.0,0.0,0.0,0.0,0.0
3564,Non - Fraud,161.06,0.63,323.38,2,2,0,89.927808,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
3565,Non - Fraud,0.0,0.0,2.32,1,1,0,9.359546,9.359546,9.358636,9.35863647,0.00091,0.0,0.0,0.0,0.0,0.0
3566,Fraud,0.0,290.22,2698.07,1,2,0,0.5905739999999999,0.4342220000000001,0.8682340000000001,0.86823351,0.00021,0.0,0.0,0.0,0.0,0.0
3567,Fraud,699.73,2177.32,5754.1,2,2,0,0.5,0.3,0.299139,0.598278,0.0017219999999999,0.0,0.0,0.0,0.0,0.0
3568,Non - Fraud,2.86,0.42,9.42,3,2,0,1439.532513,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
3569,Non - Fraud,534.83,1811.85,204029.25,19,107,0,9.995,0.677836,3.816704,72.51737333,0.011054682,601.9446333,0.0,0.0,0.0,2.0
3570,Non - Fraud,0.0,0.0,6.95,1,1,0,25.18,25.18,25.179528,25.17952836,0.000471636,0.0,0.0,0.0,0.0,0.0
3571,Non - Fraud,4.79,130.68,406.42,3,3,0,0.1,0.1,0.099539,0.298617127,0.001382873,0.0,0.0,0.0,0.0,0.0
3572,Fraud,0.0,288.6,392817.07,1,4,0,2.9,1.439775,5.758239,5.7582389,0.0008609999999999,100.337,0.0,0.0,0.0,3.0
3573,Non - Fraud,163.47,0.14,327.37,2,3,0,50.897156,33.666667,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
3574,Non - Fraud,15.09,6688.78,20111.62,3,3,0,2.492612,1.497558,1.496849,4.490545565,0.002129145,0.0,0.0,0.0,0.0,0.0
3575,Non - Fraud,0.0,2731.94,636542.63,0,233,1,3.468113,0.839924,0.0,0.0,195.7023455,462.1674584,0.0,0.0,0.0,6.0
3576,Non - Fraud,0.0,17734.03,141872.25,0,8,1,25.558812,5.696269,0.0,0.0,45.57015453,0.0,0.0,0.0,0.0,0.0
3577,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0
3578,Non - Fraud,8283.15,62337.46,838736.5,26,10,1,211.324604,36.627481,14.726645,382.8927612,-16.61794746,331670.2916,202637.6798,0.0,6.0,14.0
3579,Non - Fraud,0.0,0.0,4.83,1,1,0,0.02,0.02,0.019528,0.019528364,0.000471636,0.0,0.0,0.0,0.0,0.0
3580,Fraud,21858.69,256.14,47559.53,2,15,0,7.0,1.826433,13.695,27.39,0.006502353,973.8498197,0.0,0.0,0.0,2.0
3581,Non - Fraud,13387.09,1150.64,184387.9,13,9,0,26.01,10.565683,10.350908,134.5618045,-39.47066154,1434.856284,1326.242466,0.0,2.0,9.0
3582,Fraud,0.0,219.73,5053.82,0,23,0,20.0,3.854692,0.0,0.0,88.65791179,114.37,0.0,0.0,0.0,5.0
3583,Non - Fraud,0.0,9675.51,319291.68,0,33,1,1.017836,0.8308979999999999,0.0,0.0,27.41963037,20.55764005,0.0,0.0,0.0,4.0
3584,Non - Fraud,8158.39,4456.62,701838.67,68,33,0,50.16,8.228042,4.2931620000000015,291.935,-20.40962819,72544.43093,44157.87114,0.0,13.0,34.0
3585,Non - Fraud,20.17,3.92,68.37,3,2,0,88.309828,50.5,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
3586,Non - Fraud,0.0,8030.7,88337.7,0,11,1,88.67200000000003,28.090182,0.0,0.0,308.992,0.0,0.0,0.0,0.0,0.0
3587,Non - Fraud,46.25,21115.29,846415.47,39,40,0,44.998173,7.372713,7.5592190000000015,294.80953230000006,0.098975571,0.0,0.0,0.0,0.0,0.0
3588,Non - Fraud,20.25,0.0,60.75,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
3589,Fraud,15754.37,116.72,65935.55,4,25,0,14.010748,1.630177,10.187745,40.75097855,0.003444,13.37,0.0,0.0,0.0,2.0
3590,Non - Fraud,0.0,0.0,34.18,1,1,0,2.730994,2.730994,2.73049,2.73048954,0.000504,0.0,0.0,0.0,0.0,0.0
3591,Non - Fraud,0.0,1478.73,201107.85,0,136,1,1.23682,0.443459,0.0,0.0,60.31042843,1.508699843,0.0,0.0,0.0,2.0
3592,Non - Fraud,2535.12,5550.0,766172.4,22,128,0,1.497421,0.696988,4.05452,89.19944874,0.014987648,20063.63406,1.229685917,0.0,1.0,6.0
3593,Fraud,188.7,1231.67,55294.7,45,38,0,11.0,0.702099,0.233889,10.525,16.15476043,6500209.0,6479700.0,0.0,28.0,4.0
3594,Non - Fraud,157.09,0.0,314.18,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
3595,Fraud,7209.43,1.53,14421.93,2,2,0,0.058469,0.056938,0.056077,0.11215402,0.0017219999999999,7465.0,0.0,0.0,0.0,1.0
3596,Non - Fraud,1.37,0.97,8.78,5,2,0,1630.459605,1000.5,400.199528,2000.9976420000007,0.002358181,0.0,0.0,0.0,0.0,0.0
3597,Non - Fraud,45814.78,0.0,91629.55,2,1,0,0.025,0.025,0.012002,0.024003175,0.000996825,462.21,462.21,0.0,1.0,1.0
3598,Fraud,0.0,0.0,162.75,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3599,Fraud,2208.24,6248.11,214472.72,66,11,0,0.2,0.041487,0.004558,0.3008,0.155560644,3470.383789,2220.378189,0.0,15.0,17.0
3600,Non - Fraud,0.0,1250.7,192607.97,0,154,1,1.156505,0.916356,0.0,0.0,141.11875859999995,2.488826454,0.0,0.0,0.0,2.0
3601,Non - Fraud,0.0,0.0,2.35,1,1,0,0.32,0.32,0.319441,0.319440603,0.000559397,0.0,0.0,0.0,0.0,0.0
3602,Non - Fraud,8005.23,18481.54,820394.98,54,21,4,8.687327999999999,2.804921,1.092752,59.00859859,-0.105252011,113069.4466,290.077007,0.0,5.0,14.0
3603,Non - Fraud,0.0,0.0,47.62,1,1,0,0.035,0.035,0.034528,0.034528341,0.000471659,0.0,0.0,0.0,0.0,0.0
3604,Non - Fraud,161.92,0.82,325.48,2,2,0,51.041459,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
3605,Non - Fraud,118318.1,6884.97,751218.4,6,6,0,28.98,11.993333,11.992238,71.95342675,0.00657325,3391.311394,0.0,0.0,0.0,9.0
3606,Non - Fraud,1165.8,3078.05,1012331.27,597,103,0,17.7415,2.469284,0.775513,462.981246,-208.6450067,5570185.772999999,22648426.89,0.0,20.0,89.0
3607,Fraud,1518.99,2683.08,35589.8,4,11,0,0.99832,0.378499,1.0375,4.15,0.01349137,1.337,0.0,0.0,0.0,1.0
3608,Non - Fraud,3.66,1851.58,1142825.12,616,616,0,0.408772,0.21117,0.210567,129.7091016,0.371360131,1553031611.0,0.0,0.0,0.0,2.0
3609,Non - Fraud,21.68,0.0,65.03,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
3610,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0
3611,Non - Fraud,162.67,0.0,325.33,2,1,0,101.0,101.0,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
3612,Non - Fraud,1128.56,0.0,2257.12,2,1,0,1.7479810000000002,1.7479810000000002,0.0,0.0,1.74798122,327.9083121000001,0.0,0.0,0.0,9.0
3613,Non - Fraud,0.0,3433.76,319340.05,0,93,1,1.006043,0.787824,0.0,0.0,73.26760354,19.36718437,0.0,0.0,0.0,4.0
3614,Non - Fraud,1.62,0.08,5.03,3,2,0,1474.650041,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
3615,Non - Fraud,7827.86,63912.32,307865.4,23,2,0,0.295,0.1525,0.000391,0.009,0.296,600318044.5,3300000.0,0.0,4.0,24.0
3616,Fraud,353.22,542.24,3959.87,2,6,0,18.0,3.253333,9.759139,19.518278,0.0017219999999999,0.0,0.0,0.0,0.0,0.0
3617,Non - Fraud,0.0,1667.32,226755.98,0,136,1,0.58905,0.249614,0.0,0.0,33.94744703,0.984741298,0.0,0.0,0.0,2.0
3618,Fraud,0.0,0.0,2931.68,1,1,0,2.65,2.65,2.649139,2.649139,0.0008609999999999,0.0,0.0,0.0,0.0,0.0
3619,Non - Fraud,2.33,5.74,16.13,2,2,0,4.99,2.4975,2.497028,4.994056727,0.000943273,0.0,0.0,0.0,0.0,0.0
3620,Non - Fraud,3871.44,4532.03,943186.07,157,74,0,800.0,48.091559,25.315415,3974.5202,-415.7448149,32081719.81,21349160.2,0.0,18.0,80.0
3621,Non - Fraud,1.56,0.0,4.68,3,2,0,1902.37628,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
3622,Non - Fraud,15849.09,19581.74,800896.9,32,15,0,10.0,2.677578,1.250765,40.02446907,0.139195466,2470926.856,2252.47527,0.0,4.0,28.0
3623,Non - Fraud,21.02,0.0,63.05,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
3624,Non - Fraud,15103.09,21665.85,984938.55,48,12,0,5.01,2.060951,0.489839,23.51228127,1.21913203,6654.06697,5210.761271,0.0,12.0,28.0
3625,Non - Fraud,55.7,122.02,20152.48,31,151,0,13.807301,4.743747,23.106071,716.2882099999998,0.01753388,0.0,0.0,0.0,0.0,0.0
3626,Non - Fraud,2.09,0.28,8.92,4,2,0,1577.727414,1000.5,500.249528,2000.998113,0.001886545,0.0,0.0,0.0,0.0,0.0
3627,Non - Fraud,155.91,0.0,311.82,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
3628,Fraud,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3629,Non - Fraud,11730.9,11657.47,1014566.68,5,82,0,0.499344,0.119015,1.7912439999999998,8.956217944,0.802993168,724.0959184,0.0,0.0,0.0,10.0
3630,Non - Fraud,0.0,30231.68,60463.37,0,2,1,44.0,22.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0
3631,Non - Fraud,0.0,0.0,1.67,1,1,0,0.1,0.1,0.099528,0.099528364,0.000471636,0.0,0.0,0.0,0.0,0.0
3632,Non - Fraud,2.64,313.51,14221.27,43,45,0,14.114526,3.467268,3.628116,156.00898569999995,0.01806,0.0,0.0,0.0,0.0,0.0
3633,Non - Fraud,24.9,14555.53,29160.87,2,2,0,5.0,3.342068,3.332889,6.66577835,0.0183571,0.0,0.0,0.0,0.0,0.0
3634,Non - Fraud,16.99,0.0,67.95,4,1,0,0.253479,0.253479,0.062,0.248,0.005479,3.742,3.742,0.0,1.0,1.0
3635,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0
3636,Non - Fraud,25.35,496.07,756778.62,617,1494,0,289.134345,0.77182,1.868197,1152.67785,0.421604998,0.03346944,0.0,0.0,0.0,1.0
3637,Non - Fraud,131125.24,56578.38,658299.15,2,7,0,158.0,23.718381,0.7505,1.501,164.52766730000005,5308.870218999999,0.0,0.0,0.0,14.0
3638,Fraud,0.0,60.26,1807.93,0,30,1,76.0,6.03313,0.0,0.0,180.9939065,0.0,0.0,0.0,0.0,0.0
3639,Non - Fraud,51.84,1742.35,310748.32,79,176,0,11.0,0.538968,1.199994,94.79951071,0.058875261,87.05588254,0.0,0.0,0.0,2.0
3640,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0
3641,Non - Fraud,1.47,0.51,6.9,4,2,0,1445.434856,1000.5,500.249528,2000.998113,0.001886545,0.0,0.0,0.0,0.0,0.0
3642,Fraud,84.34,818.65,6886.52,4,8,0,0.2,0.089165,0.17759,0.71036036,0.002961,2.51e-09,0.0,0.0,0.0,1.0
3643,Non - Fraud,0.0,8.33,83247.35,0,9999,1,0.01,2e-06,0.0,0.0,0.015,10001111887.0,100.0,3915.0,1.0,13.0
3644,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0
3645,Non - Fraud,0.0,16897.25,168972.47,0,10,1,5.0,1.3359530000000002,0.0,0.0,13.35953311,0.349818349,0.0,0.0,0.0,2.0
3646,Non - Fraud,2438.95,36677.92,339576.1,49,6,0,18.096297,4.381687,0.607759,29.78019623,-3.4900716660000004,924.8384928,920.4875263,0.0,1.0,5.0
3647,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3648,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0
3649,Non - Fraud,0.0,0.0,5.8,1,1,0,0.1,0.1,0.099528,0.099528364,0.000471636,0.0,0.0,0.0,0.0,0.0
3650,Non - Fraud,0.0,0.0,4.87,1,1,0,0.003,0.003,0.0,0.0,0.003,3.75e-12,5e-15,0.0,1.0,1.0
3651,Non - Fraud,1065.16,30789.36,697603.9,19,22,0,0.074433,0.04798,0.055007,1.0451382,0.010413073,0.0,0.0,0.0,0.0,0.0
3652,Non - Fraud,0.0,0.0,8.42,1,1,0,0.5,0.5,0.49938,0.49938,0.00062,0.0,0.0,0.0,0.0,0.0
3653,Fraud,91083.11,0.0,182166.22,2,1,0,0.1025,0.1025,0.05003,0.10006,0.00244,0.0,0.0,0.0,0.0,0.0
3654,Non - Fraud,2.15,29107.97,261991.07,9,9,0,6.495,3.004228,3.0034810000000003,27.03133082,0.00672,0.0,0.0,0.0,0.0,0.0
3655,Non - Fraud,2158.98,1468.02,956847.73,348,140,0,20.007,3.3472730000000004,1.52095,529.2907285,-60.67255396,3937167.661,3681112.634,0.0,38.0,99.0
3656,Non - Fraud,0.0,0.0,65.22,1,1,0,0.084,0.084,0.083496,0.083496,0.000504,0.0,0.0,0.0,0.0,0.0
3657,Non - Fraud,23.33,0.33,70.65,3,2,0,84.294699,50.5,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
3658,Fraud,0.0,0.0,11.8,1,1,0,2.665322,2.665322,2.66,2.66,0.005322,0.0,0.0,0.0,0.0,0.0
3659,Non - Fraud,2467.73,14030.77,1036656.18,96,57,0,450.0,37.561772,27.971667,2685.280002,-544.2589907,238248.7163,221386.1247,0.0,7.0,24.0
3660,Fraud,0.0,0.0,584.38,1,1,0,0.7112,0.7112,0.7102,0.7102,0.001,1.337,0.0,0.0,0.0,1.0
3661,Fraud,989.68,178.47,5013.33,2,17,0,6.2,0.789643,6.710506,13.42101179,0.002911,0.0,0.0,0.0,0.0,0.0
3662,Non - Fraud,162.87,0.82,327.37,2,2,0,54.33845400000001,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
3663,Non - Fraud,6252.52,4104.25,43575.33,5,3,0,0.08942,0.039771,0.023409,0.117046222,0.002266618,0.0,0.0,0.0,0.0,0.0
3664,Non - Fraud,106.42,4949.04,555781.47,107,110,0,2.072567,1.162807,1.1946370000000002,127.8261994,0.082571837,0.0,0.0,0.0,0.0,0.0
3665,Non - Fraud,27351.91,1.63,246170.45,9,2,0,0.5338390000000001,0.270919,0.059166,0.532496819,0.009341891,482.8596623,482.8596623,0.0,1.0,1.0
3666,Fraud,1295.76,31.55,4045.03,3,5,0,0.56911,0.169772,0.28247,0.84740905,0.001449,1.337,0.0,0.0,0.0,1.0
3667,Non - Fraud,20809.22,51501.24,310051.07,5,4,0,1.303354,0.626143,0.500343,2.501713986,0.002856764,0.0,0.0,0.0,0.0,0.0
3668,Non - Fraud,10564.23,959.5,149818.18,14,2,0,0.01,0.01,0.000912,0.012766995,0.007233005,833857.6756,833857.6756,0.0,1.0,5.0
3669,Non - Fraud,405.06,119333.39,961553.2,17,8,0,16.1,2.547234,1.198194,20.36930393,0.0085653,6.66e-16,0.0,0.0,0.0,1.0
3670,Non - Fraud,25.42,0.0,76.25,3,2,0,77.699401,50.5,33.666163,100.998488,0.001512,0.0,0.0,0.0,0.0,0.0
3671,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0
3672,Non - Fraud,0.0,1116.86,671235.72,0,601,1,0.0,0.0,0.0,0.0,0.0,0.00042318,0.00042318,0.0,123.0,2.0
3673,Non - Fraud,4.46,53727.44,161195.7,3,3,0,2.1,1.417886,1.417003,4.251007996,0.002648962,0.0,0.0,0.0,0.0,0.0
3674,Fraud,0.0,0.0,1019.02,1,1,0,0.439367,0.439367,0.438884,0.438884,0.000483,0.0,0.0,0.0,0.0,0.0
3675,Non - Fraud,5.05,0.0,20.18,4,2,0,1503.450608,1000.5,500.249528,2000.998113,0.001886545,0.0,0.0,0.0,0.0,0.0
3676,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0
3677,Non - Fraud,2.52,0.0,7.57,3,1,0,423.243877,423.243877,141.080821,423.2424618,0.001414909,0.0,0.0,0.0,0.0,0.0
3678,Non - Fraud,0.0,5496.48,60461.33,0,11,1,22.11,18.372138,0.0,0.0,202.0935217,0.0,0.0,0.0,0.0,0.0
3679,Non - Fraud,1126.46,1277.52,348261.82,164,128,0,703.019662,25.805875,20.456725,3354.902853,-51.7508327,451540.0367,278726.4275,0.0,12.0,26.0
3680,Non - Fraud,0.0,0.0,18.45,1,1,0,0.940096,0.940096,0.937896,0.937896,0.0022,0.0,0.0,0.0,0.0,0.0
3681,Non - Fraud,159.53,0.33,319.72,2,2,0,50.795537,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
3682,Fraud,169.62,116.51,3634.07,7,21,0,4.0,0.949525,2.848122,19.93685475,0.003171,0.0,0.0,0.0,0.0,0.0
3683,Non - Fraud,14.75,2357.79,585515.93,213,247,0,1034.996,482.331313,559.3224769999998,119135.6875,0.146778418,0.0,0.0,0.0,0.0,0.0
3684,Non - Fraud,0.0,11564.34,1006097.62,0,87,1,19.0,3.142793,0.0,0.0,273.423,0.002,0.0,0.0,0.0,1.0
3685,Non - Fraud,0.0,54.75,171.6,1,2,0,0.58,0.56,1.116956,1.11695578,0.00304422,0.0,0.0,0.0,0.0,0.0
3686,Non - Fraud,0.0,0.0,188.53,1,1,0,0.063471,0.063471,0.061271,0.06127118,0.0022,0.0,0.0,0.0,0.0,0.0
3687,Non - Fraud,0.0,1858.74,226766.82,0,122,1,0.79243,0.37996,0.0,0.0,46.35517692,1.791868199,0.0,0.0,0.0,2.0
3688,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3689,Non - Fraud,6783.5,48019.41,1028223.27,10,20,0,56.488945,19.423552,38.846694,388.4669445,0.004100024,0.883954103,0.883954103,0.0,1.0,1.0
3690,Non - Fraud,2.81,2.48,10.58,2,2,0,15.0,8.5,8.499208,16.99841646,0.001583544,0.0,0.0,0.0,0.0,0.0
3691,Non - Fraud,21.6,14.21,142922.48,109,9891,0,3503.597564,19.373447,1640.615115,178827.0475,12795.71923,1172360.229,0.0,0.0,0.0,26.0
3692,Non - Fraud,2182.94,1533.33,978490.35,319,184,0,361.0,6.934697,4.202828,1340.7021,-64.71783018,11802938.87,11071274.66,0.0,53.0,85.0
3693,Non - Fraud,1.36,0.42,4.9,3,2,0,1171.930598,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
3694,Fraud,0.0,0.0,1381.65,1,1,0,1.955033,1.955033,1.954172,1.954172,0.0008609999999999,13.37,0.0,0.0,0.0,1.0
3695,Non - Fraud,17517.21,9672.3,392152.93,13,17,0,7.495,1.6505450000000002,2.157884,28.05248733,0.00677158,20184.91761,0.0,0.0,0.0,14.0
3696,Non - Fraud,687.23,133234.16,267842.77,2,2,0,1.985,1.2425,1.241094,2.48218758,0.00281242,0.0,0.0,0.0,0.0,0.0
3697,Non - Fraud,8803.44,6987.37,927316.67,72,42,0,233.000902,66.81636999999999,42.203816,3038.67475,-232.387206,31426508.39,31383187.19,0.0,16.0,26.0
3698,Non - Fraud,0.0,3511.91,291488.78,0,83,1,0.7716390000000001,0.215397,0.0,0.0,17.87797988,7.547220713,0.0,0.0,0.0,4.0
3699,Non - Fraud,162.81,0.88,327.37,2,2,0,71.327237,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
3700,Non - Fraud,158.58,0.99,319.13,2,2,0,55.483759,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
3701,Fraud,235.39,2703.37,19394.35,2,7,0,0.9,0.396921,1.383792,2.76758326,0.010861,13.37,0.0,0.0,0.0,1.0
3702,Non - Fraud,0.0,4017.71,229009.42,0,57,1,5.048897,2.608555,0.0,0.0,148.6876586,1.339933582,0.0,0.0,0.0,2.0
3703,Non - Fraud,22.99,0.0,68.97,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0
3704,Non - Fraud,0.0,0.0,406.77,1,1,0,2.232886,2.232886,2.232266,2.2322663,0.00062,0.0,0.0,0.0,0.0,0.0
3705,Non - Fraud,16.24,0.0,64.95,4,1,0,101.0,101.0,25.249475,100.9979,0.0021,0.0,0.0,0.0,0.0,0.0
3706,Non - Fraud,624.1,4925.79,49324.92,8,9,0,1.4058389999999998,0.393313,0.439839,3.518714222,0.021101113,293.5308042,277.5308041,0.0,2.0,3.0
3707,Non - Fraud,0.0,26149.4,130747.0,0,5,1,52.2,25.682267,0.0,0.0,128.41133290000002,3.932032736,0.0,0.0,0.0,1.0
3708,Non - Fraud,160.24,0.21,320.9,2,2,0,77.322291,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
3709,Non - Fraud,156.68,0.0,313.37,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
3710,Non - Fraud,0.0,1542.55,226755.1,0,147,1,2.8842060000000003,1.183374,0.0,0.0,173.9559219,3.938398795,0.0,0.0,0.0,2.0
3711,Non - Fraud,157.73,0.0,315.47,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
3712,Non - Fraud,163.14,0.0,326.28,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0
3713,Non - Fraud,6.01,0.42,18.87,3,2,0,1169.927768,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0
3714,Non - Fraud,164.78,0.21,329.98,2,2,0,74.33371,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0
3715,Fraud,0.0,25277.02,151662.1,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3716,Fraud,19343.65,23241.62,514921.18,11,13,0,0.5,0.084967,0.099147,1.0906142,0.01395438,100.0,0.0,0.0,0.0,1.0
3717,Fraud,0.0,2244.76,36343.53,1,5,0,0.993237,0.6346470000000001,3.172187,3.17218705,0.00105,1.337,0.0,0.0,0.0,1.0
3718,Fraud,0.0,0.0,0.0,0,1,0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
3719,Non - Fraud,0.0,0.0,5.8,1,1,0,10.0,10.0,9.999528,9.999528364,0.000471636,0.0,0.0,0.0,0.0,0.0
3720,Non - Fraud,15.61,19327.87,96717.38,5,5,0,8.01,4.202764,4.202327,21.011636,0.002184,0.0,0.0,0.0,0.0,0.0
3721,Non - Fraud,9.31,1074.15,636856.95,334,590,0,1.85656,0.641123,1.1318629999999998,378.0424082,0.219874042,0.0,0.0,0.0,0.0,0.0
3722,Non - Fraud,0.0,243.16,6274.6,1,7,0,29.950232,10.297629,72.082963,72.08296331,0.000441,0.0,0.0,0.0,0.0,0.0
3723,Non - Fraud,4.62,2502.19,671821.07,267,268,0,19.0,0.4830890000000001,0.961707,256.7757136,-127.307941,0.0,0.0,0.0,0.0,0.0
3724,Non - Fraud,310.33,5005.28,874362.07,124,167,0,25.5,0.330032,0.444007,55.05681216,0.05861082,186.8341996,0.0,0.0,0.0,2.0
3725,Non - Fraud,335170.12,7805.43,685951.1,2,2,0,0.6067170000000001,0.306204,0.305349,0.61069721,0.00171,149.9929033,0.0,0.0,0.0,4.0
3726,Non - Fraud,32687.97,3631.63,987892.67,27,29,0,10.995,6.9876830000000005,8.412756,227.1444161,-24.50160022,88355.63704,48113.59400000001,0.0,3.0,23.0
3727,Fraud,0.0,0.0,1915.23,1,1,0,0.1,0.1,0.09,0.09,0.01,1.337,0.0,0.0,0.0,1.0
3728,Fraud,0.0,0.0,3.8,1,1,0,3.328328,3.328328,3.327467,3.32746737,0.0008609999999999,13.37,0.0,0.0,0.0,1.0
3729,Non - Fraud,0.0,0.0,8.57,1,1,0,1.737815,1.737815,1.737195,1.73719507,0.00062,0.0,0.0,0.0,0.0,0.0
